Question,Answer
การตรวจวินิจฉัยทางห้องปฏิบัติการที่ใช้ในการตรวจยืนยันโรคโลหิตจางธาลัสซีเมียในหญิงตั้งครรภ์คืออะไร? ก. การตรวจเลือดทั่วไป ข. Hb typing และ Alpha-thalassemia 1 และ/หรือ beta-thalassemia ค. การตรวจระดับน้ำตาลในเลือด ง. การตรวจความดันโลหิต,
"อัตราค่าจัดเตรียมกระจกตาชั้นในสำหรับการปลูกถ่ายกระจกตาชั้นใน (DSAEK) ในปี 2567 คือเท่าใด? ก. ดวงตาละ 10,000 บาท ข. ดวงตาละ 12,000 บาท ค. ดวงตาละ 13,000 บาท ง. ดวงตาละ 15,000 บาท",
แผนกออร์โธปิดิกส์ต้องไปติดต่อที่ไหน? ก. Building A ชั้น 3 ข. Building B ชั้น 2 ค. Building C ชั้น 2 ง. Building A ชั้น 1,
บริการเคลือบฟลูออไรด์ชนิดเข้มข้นสูงให้บริการได้กี่ครั้งต่อคนต่อปี? ก. 1 ครั้ง ข. 2 ครั้ง ค. 3 ครั้ง ง. 4 ครั้ง,
หากผู้ป่วยฉุกเฉินวิกฤตมีอาการซึมลง เหนื่อยล้า ตัวเย็น หรือมีอาการชักร่วม ควรดำเนินการอย่างไร? ก. รอให้หายเอง ข. นำส่งโรงพยาบาลที่ใกล้ที่สุดทันที ค. โทรปรึกษาแพทย์ก่อน ง. ให้ยาพื้นบ้าน,
ผู้ป่วยที่มีภาวะปากแหว่งจะต้องติดต่อหน่วยบริการที่เข้าร่วมโครงการฯในพื้นที่ใกล้เคียงเพื่ออะไร? ก. รับยา ข. เข้ารับบริการผ่าตัด ค. ลงทะเบียนสัญชาติ ง. ซื้ออุปกรณ์การแพทย์,
"แผนกฉุกเฉินมีผู้ป่วย 3 ราย มาพร้อมกัน: หัวใจวาย, แขนหัก, ปวดท้อง ควรจัดลำดับการรักษาอย่างไร? ก. หัวใจวาย > แขนหัก > ปวดท้อง ข. หัวใจวาย > ปวดท้อง > แขนหัก ค. แขนหัก > หัวใจวาย > ปวดท้อง ง. ตามลำดับมาถึง",
หน่วยงานใดให้บริการข้อมูลสิทธิการรักษาพยาบาลของข้าราชการ? ก. กรมบัญชีกลาง ข. กระทรวงสาธารณสุข ค. สำนักงานประกันสังคม ง. สำนักนายกรัฐมนตรี,
"ระดับเริ่มต้นของความสูญเสียแบบคงที่ (FOLT) กำหนดไว้ที่เท่าใด? ก. 500,000 บาท ข. 1,000,000 บาท ค. 1,500,000 บาท ง. 2,000,000 บาท",
คุณนิรันดร์ (P007) มี GERD กิน Omeprazole อยู่ มีอาการไอเรื้อรัง ควรส่งแผนกไหน? ก. แผนกโรคหัวใจ ข. แผนกทรวงอก ค. แผนกอายุรกรรม ง. แผนกต่อมไร้ท่อ,
